Roster

  System.X
  autoregulation.total_peripheral_resistance
  autoregulation.tpr_limit
  autoregulation.tpr_slope
  autoregulation.tpr_setpoint
  baroreceptor_reflex.affna
  baroreceptor_reflex.sympathetics
  fluids.total_body_water
  fluids.intake
  fluids.distribution
  fluids.extracellular
  fluids.intracellular
  fluids.blood_volume
  fluids.ideal_blood_volume
  fluids.unstressed_blood_volume
  heart.cardiac_output
  cardiac_output.plateau_multiplier
  cardiac_output.setpoint
  cardiac_output.ideal_cardiac_output
  cardiac_output.plateau
  heart.right_atrial_pressure
  heart.stroke_volume
  heart.mcfp_slope
  heart.mean_circulatory_filling_pressure
  heart.resistance_to_venous_return
  blood_flow.blood_flow
  renal_function.MAP_ideal
  renal_function.mean_arterial_pressure
  renal_function.bn
  renal_function.a_n
  renal_function.base_n
  renal_function.urine_output
  energy.energy_excess
  energy.ToWeightGain
  energy.metabolic_need/min
  energy.energy_excess
  growth.height
  growth.body_surface_area
  weight.calculated_weight
  weight.ideal
  weight.dry_percent
  weight.dry
  weight.real
225,0.0194095347733565,0.0604488781537938,0.000173901807628903,479.197625772599,1.00543030274106,0.999451136140238,3532.56039890047,0.455447821545421,0.6700716875,1417.34556989603,2115.21482900444,467.724038065689,479.197625772599,277.997268295029,1256.7909815756,1.06202678203173,2.04250805049641,1183.40826962361,1256.81127641811,4.1135462471029,8.37860654383734,0.0486657805792334,9.2332013476657,0.00407383901005475,110.597606378653,43.0833333333333,28.5071673869396,0.220326506520257,0.0220326506520257,1.05489888118655,0.101042336309144,36.6824327570837,0.00448639013569602,-0.227507337917187,36.6824327570837,21.0052083333333,0.269802163396161,1.20107267959399,4.78480668321908,0.260157925621296,1.24480538120519,4.77736578010566,
226,0.0194147214242257,0.0604508575895518,0.000173895738723804,479.214349614918,1.00542917174847,0.999451251655881,3532.725506226,0.455464175508728,0.670069930555556,1417.40958945429,2115.31591677172,467.745164519914,479.214349614918,277.998557397303,1256.83851690563,1.06202881384224,2.04251121519277,1183.45076277981,1256.85880983573,4.11369247666501,8.37892344603755,0.0486640878430363,9.23384555693287,0.00407408107079498,110.601789487696,43.0837037037037,28.5147550267879,0.220334340068681,0.0220334340068681,1.05489839652303,0.101085600696162,36.6837166321637,0.00448632992291731,-0.227504524870784,36.6837166321637,21.0052314814815,0.269807497280872,1.20107754489322,4.78482887086579,0.260158625684939,1.24481450318206,4.77754000940806,
227,0.0194199061202311,0.06045283688833,0.000173889671492385,479.231070012016,1.00542801170245,0.999451370138426,3532.89057984867,0.455480526240665,0.670068173611111,1417.47359527752,2115.41698457116,467.766286441581,479.231070012016,277.999846491651,1256.8860435095,1.06203084566889,2.04251438004696,1183.4932475398,1256.90633452812,4.113838662165,8.37924029006336,0.0486623957192756,9.23448959508165,0.00407432304031,110.605971828836,43.0840740740741,28.5223404893931,0.220342172069279,0.0220342172069279,1.05489791186807,0.101128870620425,36.6850002535574,0.00448626971256503,-0.227501711767508,36.6850002535574,21.0052546296296,0.269812830069522,1.20108241031053,4.7848510583761,0.260159325732461,1.24482362507738,4.77771420492605,
228,0.0194250888588625,0.06045481605014,0.000173883605934605,479.247786963157,1.00542682436034,0.999451491408346,3533.05561976101,0.45549687374051,0.670066416666667,1417.53758736279,2115.51803239822,467.787403829721,479.247786963157,278.001135578075,1256.93356138515,1.06203287751168,2.04251754505899,1183.53572390172,1256.95385049321,4.11398480213757,8.37955707590097,0.0486607041991847,9.23513346046049,0.0040745649184822,110.610153401893,43.0844444444444,28.5299237696684,0.220350002521704,0.0220350002521704,1.05489742722167,0.101172146027756,36.6862836212059,0.00448620950463902,-0.227498898607378,36.6862836212059,21.0052777777778,0.269818161761945,1.20108727584588,4.78487324574999,0.260160025763864,1.24483274689114,4.77788836665215,
229,0.0194302696378134,0.0604567950749934,0.000173877542050424,479.264500467615,1.00542561137489,0.999451615296803,3533.22062595559,0.455513218007546,0.670064659722222,1417.60156570719,2115.6190602484,467.808516683373,479.264500467615,278.002424656573,1256.98107053049,1.0620349093706,2.04252071022886,1183.57819186371,1257.00135772899,4.11413089520333,8.37987380353663,0.0486590132745177,9.23577715151639,0.00407480670520353,110.614334206683,43.0848148148148,28.5375048628693,0.220357831425615,0.0220357831425615,1.05489694258381,0.101215426866829,36.6875667350507,0.00448614929913914,-0.227496085390416,36.6875667350507,21.0053009259259,0.269823492357972,1.20109214149924,4.78489543298749,0.260160725779147,1.24484186862335,4.77806249457894,
230,0.0194354484549688,0.0604587739629017,0.000173871479839798,479.281210524667,1.00542437430046,0.999451741645005,3533.38559842506,0.455529559041061,0.670062902777778,1417.66553030783,2115.72006811723,467.829625001584,479.281210524667,278.003713727147,1257.02857094351,1.06203694124566,2.04252387555658,1183.62065142391,1257.04885623344,4.11427694006364,8.38019047295674,0.0486573229375184,9.236420666789,0.0040750484003749,110.618514243029,43.0851851851852,28.5450837645731,0.220365658780668,0.0220365658780668,1.05489645795452,0.101258713089006,36.6888495950338,0.00448608909606524,-0.227493272116643,36.6888495950338,21.0053240740741,0.26982882185744,1.20109700727056,4.78491762008858,0.260161425778312,1.24485099027401,4.77823658869907,
231,0.0194406253083938,0.0604607527138764,0.000173865419302679,479.297917133595,1.00542311459889,0.999451870303613,3533.5505371621,0.455545896840349,0.670061145833333,1417.72948116183,2115.82105600027,467.850728783405,479.297917133595,278.005002789796,1257.07606262217,1.06203897313685,2.04252704104214,1183.66310258048,1257.09634600456,4.11442293549582,8.38050708414779,0.0486556331808918,9.23706400490514,0.00407529000390562,110.622693510751,43.0855555555556,28.5526604706603,0.220373484586527,0.0220373484586527,1.05489597333378,0.101302004648172,36.6901322010977,0.00448602889541715,-0.227490458786081,36.6901322010977,21.0053472222222,0.269834150260184,1.20110187315982,4.78493980705328,0.26016212576136,1.24486011184313,4.77841064900523,
232,0.0194458001963225,0.0604627313279293,0.000173859360439022,479.314620293687,1.00542183364505,0.999452001132177,3533.71544215945,0.455562231404706,0.670059388888889,1417.79341826635,2115.9220238931,467.871828027896,479.314620293687,278.006291844519,1257.12354556445,1.06204100504419,2.04253020668556,1183.70554533161,1257.14382704036,4.11456888034863,8.38082363709636,0.0486539439977756,9.23770716457362,0.00407553151571295,110.626872009672,43.0859259259259,28.5602349772962,0.220381308842854,0.0220381308842854,1.05489548872159,0.101345301500588,36.6914145531856,0.00448596869719472,-0.227487645398749,36.6914145531856,21.0053703703704,0.269839477566043,1.20110673916698,4.78496199388157,0.26016282572829,1.2448692333307,4.77858467549015,
233,0.0194509731171489,0.0604647098050718,0.000173853303248778,479.331320004235,1.00542053273195,0.999452133998603,3533.88031340989,0.455578562733436,0.670057631944444,1417.85734161855,2116.02297179134,467.892922734121,479.331320004235,278.007580891319,1257.17101976837,1.06204303696766,2.04253337248683,1183.74797967547,1257.19129933887,4.11471477353802,8.38114013178912,0.0486522553817152,9.23835014458032,0.00407577293572159,110.631049739616,43.0862962962963,28.5678072809141,0.220389131549316,0.0220389131549316,1.05489500411796,0.101388603604754,36.6926966512407,0.00448590850139781,-0.22748483195467,36.6926966512407,21.0053935185185,0.269844803774855,1.20111160529201,4.78498418057348,0.260163525679104,1.24487835473673,4.77875866814662,
234,0.0194561440694162,0.0604666881453155,0.000173847247731896,479.348016264535,1.00541921307567,0.99945226877866,3534.04515090623,0.455594890825843,0.670055875,1417.92125121561,2116.12389969062,467.914012901152,479.348016264535,278.008869930194,1257.21848523192,1.06204506890726,2.04253653844597,1183.79040561027,1257.23876289812,4.11486061404316,8.38145656821282,0.0486505673266393,9.23899294378366,0.00407601426386327,110.635226700409,43.0866666666667,28.5753773781992,0.220396952705579,0.0220396952705579,1.05489451952288,0.101431910921272,36.6939784952069,0.00448584830802625,-0.227482018453865,36.6939784952069,21.0054166666667,0.269850128886462,1.20111647153486,4.78500636712898,0.260164225613803,1.24488747606123,4.77893262696746,
235,0.0194613130518091,0.060468666348672,0.000173841193888323,479.364709073888,1.0054178758199,0.999452405355514,3534.20995464136,0.455611215681238,0.670054118055556,1417.98514705474,2116.22480758662,467.935098528064,479.364709073888,278.010158961144,1257.26594195315,1.062047100863,2.04253970456296,1183.83282313422,1257.28621771615,4.11500640090262,8.38177294635431,0.0486488798268365,9.23963556111027,0.0040762555000763,110.639402891877,43.087037037037,28.5829452660741,0.220404772311313,0.0220404772311313,1.05489403493635,0.101475223412725,36.6952600850284,0.00448578811707989,-0.227479204896355,36.6952600850284,21.0054398148148,0.269855452900706,1.2011213378955,4.78502855354809,0.260164925532387,1.24489659730418,4.77910655194554,
236,0.0194664800631445,0.0604706444151528,0.000173835141718008,479.381398431596,1.00541652204029,0.999452543619278,3534.37472460816,0.455627537298934,0.670052361111111,1418.04902913315,2116.32569547501,467.956179613939,479.381398431596,278.01144798417,1257.31338993007,1.06204913283487,2.04254287083782,1183.87523224552,1257.33366379103,4.11515213321089,8.3820892662005,0.0486471928769346,9.24027799555091,0.00407649664430519,110.643578313847,43.0874074074074,28.5905109416843,0.22041259036619,0.022041259036619,1.05489355035838,0.10151854104356,36.6965414206498,0.00448572792855859,-0.227476391282161,36.6965414206498,21.005462962963,0.269860775817428,1.20112620437391,4.78505073983082,0.260165625434857,1.24490571846561,4.77928044307377,
237,0.019471645102364,0.0604726223447694,0.000173829091220895,479.39808433697,1.00541515274848,0.999452683466609,3534.53946079958,0.45564385567825,0.670050604166667,1418.11289744807,2116.42656335152,467.977256157861,479.39808433697,278.012736999272,1257.36082916076,1.06205116482288,2.04254603727055,1183.9176329424,1257.38110112082,4.11529781011504,8.38240552773837,0.0486455064718799,9.2409202461567,0.0040767376965003,110.647752966147,43.0877777777778,28.5980744023852,0.220420406869882,0.0220420406869882,1.05489306578896,0.101561863779978,36.6978225020161,0.00448566774246218,-0.227473577611304,36.6978225020161,21.0054861111111,0.269866097636474,1.20113107097003,4.78507292597715,0.260166325321213,1.2449148395455,4.77945430034508,
238,0.0194768081685266,0.0604746001375336,0.000173823042396929,479.414766789319,1.00541376889589,0.999452824800311,3534.70416320859,0.455660170818505,0.670048847222222,1418.17675199674,2116.52741121186,467.998328158924,479.414766789319,278.01402600645,1257.40825964325,1.06205319682702,2.04254920386116,1183.96002522311,1257.4285297036,4.11544343081158,8.38272173095498,0.0486438206069184,9.24156231203551,0.00407697865661746,110.651926848606,43.0881481481482,28.6056356457294,0.220428221822064,0.0220428221822064,1.0548925812281,0.101605191589829,36.6991033290725,0.00448560755879051,-0.227470763883806,36.6991033290725,21.0055092592593,0.269871418357688,1.20113593768385,4.78509511198709,0.260167025191458,1.24492396054387,4.77962812375246,
239,0.0194819692608013,0.0604765777934567,0.000173816995246052,479.431445787958,1.00541237137734,0.999452967528973,3534.8688318282,0.455676482719024,0.670047090277778,1418.24059277642,2116.62823905178,468.019395616219,479.431445787958,278.015315005704,1257.45568137562,1.06205522884729,2.04255237060964,1184.00240908588,1257.47594953744,4.11558899454354,8.38303787583745,0.0486421352775781,9.24220419234856,0.00407721952461767,110.656099961054,43.0885185185185,28.6131946694552,0.220436035222412,0.0220436035222412,1.05489209667578,0.101648524442516,36.7003839017646,0.00448554737754344,-0.227467950099687,36.7003839017646,21.0055324074074,0.269876737980916,1.20114080451531,4.78511729786065,0.26016772504559,1.24493308146071,4.77980191328891,
240,0.0194871283784612,0.0604785553125504,0.000173810949768207,479.448121332205,1.0054109610344,0.999453111566625,3535.03346665145,0.455692791379132,0.670045333333333,1418.30441978439,2116.72904686706,468.040458528849,479.448121332205,278.016603997034,1257.50309435594,1.06205726088369,2.042555537516,1184.04478452896,1257.52336062045,4.11573450059768,8.38335396237296,0.0486404504796518,9.24284588630731,0.00407746030046679,110.660272303323,43.0888888888889,28.6207514714757,0.220443847070604,0.0220443847070604,1.05489161213202,0.101691862308903,36.7016642200382,0.00448548719872079,-0.22746513625897,36.7016642200382,21.0055555555556,0.269882056506006,1.20114567146439,4.78513948359782,0.260168424883612,1.24494220229602,4.77997566894748,
